#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
C17orf49	RBBP4	1862521	1855919	9606.ENSP00000448598	9606.ENSP00000362592	0	0	0	0	0.047	0.134	0.900	0.162	0.921
RBBP4	TBP	1855919	1843249	9606.ENSP00000362592	9606.ENSP00000230354	0	0	0	0	0.087	0.069	0.900	0.180	0.920
C17orf49	BPTF	1862521	1848931	9606.ENSP00000448598	9606.ENSP00000307208	0	0	0	0	0.051	0.134	0.900	0.143	0.920
HIST2H3A	CCDC101	1859040	1849846	9606.ENSP00000385479	9606.ENSP00000316114	0	0	0	0	0.056	0.170	0.900	0.092	0.919
ASH2L	NCOR1	1852381	1846039	9606.ENSP00000340896	9606.ENSP00000268712	0	0	0	0	0.190	0	0.900	0.090	0.919
H3F3A	ASF1A	1854454	1843214	9606.ENSP00000355778	9606.ENSP00000229595	0	0	0	0	0.097	0.733	0	0.693	0.919
SF3B1	SMARCA5	1851836	1846833	9606.ENSP00000335321	9606.ENSP00000283131	0	0	0	0	0.177	0	0.900	0.090	0.918
HIRA	H3F3B	1845306	1844327	9606.ENSP00000263208	9606.ENSP00000254810	0	0	0	0	0.047	0.570	0	0.816	0.918
H3F3A	HIRA	1854454	1845306	9606.ENSP00000355778	9606.ENSP00000263208	0	0	0	0	0	0.570	0	0.816	0.917
CECR2	CHRAC1	1845180	1842807	9606.ENSP00000262608	9606.ENSP00000220913	0	0	0	0	0.064	0.106	0.900	0.134	0.917
CDC5L	NHP2L1	1855491	1842526	9606.ENSP00000360532	9606.ENSP00000215956	0	0	0	0	0.073	0	0.900	0.173	0.916
C17orf49	SMARCA5	1862521	1846833	9606.ENSP00000448598	9606.ENSP00000283131	0	0	0	0	0.074	0.134	0.900	0.080	0.916
HIST2H3A	TADA2A	1859040	1843019	9606.ENSP00000385479	9606.ENSP00000225396	0	0	0	0	0.047	0.069	0.900	0.161	0.915
HIST2H3A	TADA2B	1859040	1849028	9606.ENSP00000385479	9606.ENSP00000308022	0	0	0	0	0.047	0.069	0.900	0.161	0.915
WDR5	TAF9	1853715	1842675	9606.ENSP00000351446	9606.ENSP00000217893	0	0	0	0	0.073	0.164	0.900	0	0.915
XAB2	NHP2L1	1853674	1842526	9606.ENSP00000351137	9606.ENSP00000215956	0	0	0	0	0.053	0	0.900	0.179	0.915
PRPF4	XAB2	1856059	1853674	9606.ENSP00000363313	9606.ENSP00000351137	0	0	0	0	0.140	0.068	0.900	0.074	0.915
POLE3	CCDC101	1856055	1849846	9606.ENSP00000363284	9606.ENSP00000316114	0	0	0	0	0.106	0.389	0.720	0.515	0.915
TAF1	RBBP5	1846471	1845562	9606.ENSP00000276072	9606.ENSP00000264515	0	0	0	0	0.144	0.054	0.900	0.068	0.914
PPP2R5C	PPP2R2D	1860968	1860192	9606.ENSP00000412324	9606.ENSP00000399970	0	0	0	0	0.129	0.175	0.720	0.626	0.914
PRPF4	CDC5L	1856059	1855491	9606.ENSP00000363313	9606.ENSP00000360532	0	0	0	0	0.123	0	0.900	0.103	0.914
WDR5	NCOR1	1853715	1846039	9606.ENSP00000351446	9606.ENSP00000268712	0	0	0	0	0.057	0	0.900	0.169	0.914
HIST1H3A	ASF1A	1853568	1843214	9606.ENSP00000350275	9606.ENSP00000229595	0	0	0	0	0.097	0.733	0	0.667	0.913
HIST2H3A	TAF9	1859040	1842675	9606.ENSP00000385479	9606.ENSP00000217893	0	0	0	0	0.056	0.124	0.900	0.075	0.913
NCOR1	RBBP5	1846039	1845562	9606.ENSP00000268712	9606.ENSP00000264515	0	0	0	0	0.130	0	0.900	0.090	0.913
C17orf49	SMARCA1	1862521	1855408	9606.ENSP00000448598	9606.ENSP00000360163	0	0	0	0	0.074	0.134	0.900	0.046	0.913
HIST1H3E	HIST1H4A	1854001	1853925	9606.ENSP00000353581	9606.ENSP00000352980	0	0	0	0	0.202	0.580	0	0.762	0.913
HDAC1	HIST1H4I	1855935	1853039	9606.ENSP00000362649	9606.ENSP00000346316	0.309	0	0	0	0.053	0.192	0	0.854	0.912
TAF2	SUPT3H	1856824	1855487	9606.ENSP00000367406	9606.ENSP00000360515	0	0	0	0	0.054	0	0.900	0.148	0.912
RBBP4	CHRAC1	1855919	1842807	9606.ENSP00000362592	9606.ENSP00000220913	0	0	0	0	0.124	0	0.900	0.081	0.912
C17orf49	WDR5	1862521	1853715	9606.ENSP00000448598	9606.ENSP00000351446	0	0	0	0	0	0.164	0.900	0	0.912
RBBP4	HIST1H4A	1855919	1853925	9606.ENSP00000362592	9606.ENSP00000352980	0	0	0	0	0.053	0.679	0	0.731	0.911
BPTF	CHRAC1	1848931	1842807	9606.ENSP00000307208	9606.ENSP00000220913	0	0	0	0	0.055	0.106	0.900	0.081	0.911
SMARCD2	HIST2H3A	1859660	1859040	9606.ENSP00000392617	9606.ENSP00000385479	0	0	0	0	0.056	0.120	0.900	0.063	0.911
HIST2H3A	TAF10	1859040	1848061	9606.ENSP00000385479	9606.ENSP00000299424	0	0	0	0	0.049	0.065	0.900	0.120	0.911
HIST1H3J	ASF1A	1853820	1843214	9606.ENSP00000352252	9606.ENSP00000229595	0	0	0	0	0.097	0.664	0	0.729	0.910
PPP2R5C	WDR82	1860968	1847739	9606.ENSP00000412324	9606.ENSP00000296490	0	0	0	0	0.126	0.042	0.900	0	0.909
HDAC2	HIST1H4I	1861837	1853039	9606.ENSP00000430432	9606.ENSP00000346316	0.309	0	0	0	0.053	0.192	0	0.847	0.908
HIST1H4A	HIST1H3A	1853925	1853568	9606.ENSP00000352980	9606.ENSP00000350275	0	0	0	0	0.202	0.670	0	0.680	0.908
TAF2	CCDC101	1856824	1849846	9606.ENSP00000367406	9606.ENSP00000316114	0	0	0	0	0.062	0	0.900	0.107	0.908
TAF7	RBBP5	1849570	1845562	9606.ENSP00000312709	9606.ENSP00000264515	0	0	0	0	0	0	0.900	0.111	0.907
MTA1	TBP	1851603	1843249	9606.ENSP00000333633	9606.ENSP00000230354	0	0	0	0	0.043	0	0.900	0.112	0.907
TAF7	TADA2A	1849570	1843019	9606.ENSP00000312709	9606.ENSP00000225396	0	0	0	0	0	0.113	0.900	0.045	0.907
POLE3	PRPF19	1856055	1843119	9606.ENSP00000363284	9606.ENSP00000227524	0	0	0	0	0.100	0	0.900	0	0.906
TAF2	TADA2A	1856824	1843019	9606.ENSP00000367406	9606.ENSP00000225396	0	0	0	0	0.066	0	0.900	0.076	0.906
HIST2H3A	SUPT3H	1859040	1855487	9606.ENSP00000385479	9606.ENSP00000360515	0	0	0	0	0	0.051	0.900	0.091	0.906
SUPT3H	TAF7	1855487	1849570	9606.ENSP00000360515	9606.ENSP00000312709	0	0	0	0	0.055	0	0.900	0.088	0.906
MTA2	TBP	1846587	1843249	9606.ENSP00000278823	9606.ENSP00000230354	0	0	0	0	0.052	0	0.900	0.090	0.906
SF3B1	TBP	1851836	1843249	9606.ENSP00000335321	9606.ENSP00000230354	0	0	0	0	0.054	0	0.900	0.077	0.905
HIST1H3J	HIST1H4I	1853820	1853039	9606.ENSP00000352252	9606.ENSP00000346316	0	0	0	0	0.202	0.506	0	0.779	0.905
HIST1H3E	HIST1H3J	1854001	1853820	9606.ENSP00000353581	9606.ENSP00000352252	0	0	0	0.989	0.091	0	0.900	0.629	0.905
HIST1H3C	HIST1H4I	1862129	1853039	9606.ENSP00000439493	9606.ENSP00000346316	0	0	0	0	0.202	0.506	0	0.778	0.905
MLL	TAF7	1862045	1849570	9606.ENSP00000436786	9606.ENSP00000312709	0	0	0	0	0.056	0	0.900	0.076	0.905
HIST1H4A	HIST1H3J	1853925	1853820	9606.ENSP00000352980	9606.ENSP00000352252	0	0	0	0	0.202	0.506	0	0.779	0.905
RBBP5	TAF9	1845562	1842675	9606.ENSP00000264515	9606.ENSP00000217893	0	0	0	0	0.092	0	0.900	0	0.905
HIST2H3A	NCOR1	1859040	1846039	9606.ENSP00000385479	9606.ENSP00000268712	0	0	0	0	0.056	0	0.900	0.065	0.904
SMARCA5	HMGXB4	1846833	1842544	9606.ENSP00000283131	9606.ENSP00000216106	0	0	0	0	0	0	0.900	0.080	0.904
HIST1H3C	HIST1H4A	1862129	1853925	9606.ENSP00000439493	9606.ENSP00000352980	0	0	0	0	0.202	0.506	0	0.778	0.904
BAZ1A	CECR2	1853982	1845180	9606.ENSP00000353458	9606.ENSP00000262608	0	0	0	0.610	0.058	0	0.900	0.110	0.904
BAZ1A	HMGXB4	1853982	1842544	9606.ENSP00000353458	9606.ENSP00000216106	0	0	0	0	0.055	0	0.900	0.066	0.904
WDR82	PPP2R5A	1847739	1844916	9606.ENSP00000296490	9606.ENSP00000261461	0	0	0	0	0.084	0.042	0.900	0	0.904
BPTF	CECR2	1848931	1845180	9606.ENSP00000307208	9606.ENSP00000262608	0	0	0	0.611	0.067	0	0.900	0.089	0.904
WDR73	HAT1	1859320	1845481	9606.ENSP00000387982	9606.ENSP00000264108	0	0	0	0	0.268	0.834	0	0.275	0.904
CCDC101	TAF7	1849846	1849570	9606.ENSP00000316114	9606.ENSP00000312709	0	0	0	0	0.073	0	0.900	0.048	0.904
HIST2H3A	SF3B1	1859040	1851836	9606.ENSP00000385479	9606.ENSP00000335321	0	0	0	0	0.053	0.066	0.900	0	0.903
RBBP7	RSF1	1857150	1849435	9606.ENSP00000369424	9606.ENSP00000311513	0	0	0	0	0	0	0.900	0.074	0.903
HIST1H4A	TAF1	1853925	1846471	9606.ENSP00000352980	9606.ENSP00000276072	0	0	0	0	0.055	0.769	0	0.591	0.903
RBBP4	RSF1	1855919	1849435	9606.ENSP00000362592	9606.ENSP00000311513	0	0	0	0	0	0	0.900	0.074	0.903
HIST2H3A	DPY30	1859040	1847527	9606.ENSP00000385479	9606.ENSP00000295066	0	0	0	0	0.054	0	0.900	0.050	0.902
C17orf49	CECR2	1862521	1845180	9606.ENSP00000448598	9606.ENSP00000262608	0	0	0	0	0.062	0	0.900	0	0.902
H3F3A	HIST1H4A	1854454	1853925	9606.ENSP00000355778	9606.ENSP00000352980	0	0	0	0	0.202	0.670	0	0.658	0.902
PPP2R5D	PPP2R5C	1861336	1860968	9606.ENSP00000417963	9606.ENSP00000412324	0	0	0	0.981	0.053	0	0.900	0.447	0.902
PPP2R1A	WDR82	1850680	1847739	9606.ENSP00000324804	9606.ENSP00000296490	0	0	0	0	0.054	0	0.900	0	0.901
CECR2	HMGXB4	1845180	1842544	9606.ENSP00000262608	9606.ENSP00000216106	0	0	0	0	0.054	0	0.900	0	0.901
C17orf49	MLL	1862521	1862045	9606.ENSP00000448598	9606.ENSP00000436786	0	0	0	0	0.054	0	0.900	0	0.901
C17orf49	CHRAC1	1862521	1842807	9606.ENSP00000448598	9606.ENSP00000220913	0	0	0	0	0.054	0	0.900	0	0.901
C17orf49	TAF6	1862521	1860193	9606.ENSP00000448598	9606.ENSP00000399982	0	0	0	0	0.053	0	0.900	0	0.901
CHRAC1	HMGXB4	1842807	1842544	9606.ENSP00000220913	9606.ENSP00000216106	0	0	0	0	0.057	0	0.900	0	0.901
HAT1	WDR59	1845481	1845075	9606.ENSP00000264108	9606.ENSP00000262144	0	0	0	0	0.244	0.834	0	0.275	0.901
PPP2R5E	PPP2R5A	1852023	1844916	9606.ENSP00000337641	9606.ENSP00000261461	0	0	0	0.982	0.047	0	0.900	0.758	0.901
C17orf49	BAZ1A	1862521	1853982	9606.ENSP00000448598	9606.ENSP00000353458	0	0	0	0	0.051	0	0.900	0	0.901
TAF6	RBBP5	1860193	1845562	9606.ENSP00000399982	9606.ENSP00000264515	0	0	0	0	0.056	0	0.900	0	0.901
C17orf49	TAF1	1862521	1846471	9606.ENSP00000448598	9606.ENSP00000276072	0	0	0	0	0.051	0	0.900	0	0.901
HIST2H3A	MTA2	1859040	1846587	9606.ENSP00000385479	9606.ENSP00000278823	0	0	0	0	0	0	0.900	0	0.900
HIST1H3A	H3F3B	1853568	1844327	9606.ENSP00000350275	9606.ENSP00000254810	0	0	0	0.988	0	0	0.900	0.493	0.900
HIST1H3C	H3F3A	1862129	1854454	9606.ENSP00000439493	9606.ENSP00000355778	0	0	0	0.988	0	0	0.900	0.675	0.900
HIST1H3C	HIST3H3	1862129	1854433	9606.ENSP00000439493	9606.ENSP00000355657	0	0	0	0.988	0	0	0.900	0.365	0.900
C17orf49	RBBP5	1862521	1845562	9606.ENSP00000448598	9606.ENSP00000264515	0	0	0	0	0	0	0.900	0	0.900
HIST1H3C	HIST1H3J	1862129	1853820	9606.ENSP00000439493	9606.ENSP00000352252	0	0	0	0.989	0	0	0.900	0.550	0.900
H3F3A	HIST1H3E	1854454	1854001	9606.ENSP00000355778	9606.ENSP00000353581	0	0	0	0.988	0	0	0.900	0.628	0.900
HIST2H3A	HAT1	1859040	1845481	9606.ENSP00000385479	9606.ENSP00000264108	0	0	0	0	0.054	0.503	0.800	0.064	0.900
HIST1H3C	HIST1H3A	1862129	1853568	9606.ENSP00000439493	9606.ENSP00000350275	0	0	0	0.989	0	0	0.900	0	0.900
C17orf49	TAF9	1862521	1842675	9606.ENSP00000448598	9606.ENSP00000217893	0	0	0	0	0	0	0.900	0	0.900
HIST1H3C	H3F3B	1862129	1844327	9606.ENSP00000439493	9606.ENSP00000254810	0	0	0	0.988	0	0	0.900	0.629	0.900
HIST1H3J	H3F3B	1853820	1844327	9606.ENSP00000352252	9606.ENSP00000254810	0	0	0	0.988	0	0	0.900	0.609	0.900
HIST3H3	HIST1H3J	1854433	1853820	9606.ENSP00000355657	9606.ENSP00000352252	0	0	0	0.988	0	0	0.900	0.349	0.900
HIST3H3	HIST1H3A	1854433	1853568	9606.ENSP00000355657	9606.ENSP00000350275	0	0	0	0.988	0	0	0.900	0.150	0.900
H3F3A	HIST1H3A	1854454	1853568	9606.ENSP00000355778	9606.ENSP00000350275	0	0	0	0.988	0	0	0.900	0.490	0.900
PPP2R2A	WDR82	1850707	1847739	9606.ENSP00000325074	9606.ENSP00000296490	0	0	0	0	0	0	0.900	0	0.900
HIST1H3C	HIST1H3E	1862129	1854001	9606.ENSP00000439493	9606.ENSP00000353581	0	0	0	0.989	0	0	0.900	0.550	0.900
HIST1H3E	HIST1H3A	1854001	1853568	9606.ENSP00000353581	9606.ENSP00000350275	0	0	0	0.989	0	0	0.900	0	0.900
HIST2H3A	HIST3H3	1859040	1854433	9606.ENSP00000385479	9606.ENSP00000355657	0	0	0	0.988	0	0	0.900	0.125	0.900
H3F3A	HIST1H3J	1854454	1853820	9606.ENSP00000355778	9606.ENSP00000352252	0	0	0	0.988	0	0	0.900	0.609	0.900
HIST3H3	H3F3B	1854433	1844327	9606.ENSP00000355657	9606.ENSP00000254810	0	0	0	0.987	0	0	0.900	0.120	0.900
POLE3	XAB2	1856055	1853674	9606.ENSP00000363284	9606.ENSP00000351137	0	0	0	0	0	0	0.900	0	0.900
C17orf49	TAF7	1862521	1849570	9606.ENSP00000448598	9606.ENSP00000312709	0	0	0	0	0	0	0.900	0	0.900
SMARCA1	HMGXB4	1855408	1842544	9606.ENSP00000360163	9606.ENSP00000216106	0	0	0	0	0	0	0.900	0.046	0.900
HIST1H3E	H3F3B	1854001	1844327	9606.ENSP00000353581	9606.ENSP00000254810	0	0	0	0.988	0	0	0.900	0.629	0.900
HIST3H3	HIST1H3E	1854433	1854001	9606.ENSP00000355657	9606.ENSP00000353581	0	0	0	0.988	0	0	0.900	0.365	0.900
H3F3A	HIST3H3	1854454	1854433	9606.ENSP00000355778	9606.ENSP00000355657	0	0	0	0.987	0	0	0.900	0.120	0.900
HIST1H3E	HIST1H4I	1854001	1853039	9606.ENSP00000353581	9606.ENSP00000346316	0	0	0	0	0.202	0.506	0	0.763	0.898
RBBP7	HIST1H4A	1857150	1853925	9606.ENSP00000369424	9606.ENSP00000352980	0	0	0	0	0.053	0.595	0	0.754	0.897
HIST1H4A	KAT2A	1853925	1843061	9606.ENSP00000352980	9606.ENSP00000225916	0	0	0	0	0	0.533	0	0.785	0.895
RBBP4	ASF1A	1855919	1843214	9606.ENSP00000362592	9606.ENSP00000229595	0	0	0	0	0.249	0.731	0	0.521	0.895
HIST1H4A	ASF1A	1853925	1843214	9606.ENSP00000352980	9606.ENSP00000229595	0	0	0	0	0.097	0.774	0	0.526	0.895
SUPT3H	TBP	1855487	1843249	9606.ENSP00000360515	9606.ENSP00000230354	0	0	0	0	0.053	0.604	0	0.741	0.894
BPTF	SETD1A	1848931	1845165	9606.ENSP00000307208	9606.ENSP00000262519	0	0	0	0	0.667	0.517	0	0.380	0.891
TAF1L	ASF1A	1861354	1843214	9606.ENSP00000418379	9606.ENSP00000229595	0	0	0	0	0.054	0.881	0	0.115	0.891
RSF1	CHRAC1	1849435	1842807	9606.ENSP00000311513	9606.ENSP00000220913	0	0	0	0	0	0	0.720	0.624	0.890
PPP2R2D	PPP2R2A	1860192	1850707	9606.ENSP00000399970	9606.ENSP00000325074	0	0	0	0.988	0.074	0.608	0.720	0.482	0.890
POLE3	BAZ1A	1856055	1853982	9606.ENSP00000363284	9606.ENSP00000353458	0	0	0	0	0	0.503	0	0.784	0.888
TADA2B	CECR2	1849028	1845180	9606.ENSP00000308022	9606.ENSP00000262608	0	0	0	0	0.073	0.771	0	0.504	0.885
CECR2	TADA2A	1845180	1843019	9606.ENSP00000262608	9606.ENSP00000225396	0	0	0	0	0.073	0.771	0	0.504	0.885
SMARCA1	RSF1	1855408	1849435	9606.ENSP00000360163	9606.ENSP00000311513	0	0	0	0	0.092	0.285	0.720	0.445	0.885
POLE3	TADA3	1856055	1848982	9606.ENSP00000363284	9606.ENSP00000307684	0	0	0	0	0.051	0.386	0.720	0.375	0.884
HDAC1	SMARCC1	1855935	1844297	9606.ENSP00000362649	9606.ENSP00000254480	0	0	0	0	0.104	0.782	0	0.436	0.880
RBBP7	HIST1H4I	1857150	1853039	9606.ENSP00000369424	9606.ENSP00000346316	0	0	0	0	0.053	0.520	0	0.754	0.878
NUDT13	BPTF	1853505	1848931	9606.ENSP00000349874	9606.ENSP00000307208	0	0	0	0	0.145	0.862	0	0	0.877
HIST1H4A	HAT1	1853925	1845481	9606.ENSP00000352980	9606.ENSP00000264108	0	0	0	0	0.055	0.781	0	0.447	0.876
SMARCA1	KAT2A	1855408	1843061	9606.ENSP00000360163	9606.ENSP00000225916	0	0	0	0	0.126	0.197	0	0.837	0.875
POLE3	KAT2A	1856055	1843061	9606.ENSP00000363284	9606.ENSP00000225916	0	0	0	0	0.047	0.350	0.720	0.364	0.874
PPP2R3B	PPP2R5A	1857883	1844916	9606.ENSP00000375080	9606.ENSP00000261461	0	0	0	0	0.099	0	0.720	0.539	0.873
PPP2R5C	PPP4R1L	1860968	1851868	9606.ENSP00000412324	9606.ENSP00000335579	0	0	0	0	0.189	0.708	0	0.504	0.872
HIST3H3	ASF1A	1854433	1843214	9606.ENSP00000355657	9606.ENSP00000229595	0	0	0	0	0.097	0.733	0	0.502	0.870
PPP4R1L	PPP2R2A	1851868	1850707	9606.ENSP00000335579	9606.ENSP00000325074	0	0	0	0	0.244	0.678	0	0.504	0.868
RBBP4	HIST1H4I	1855919	1853039	9606.ENSP00000362592	9606.ENSP00000346316	0	0	0	0	0.053	0.520	0	0.731	0.867
HIST1H4A	H3F3B	1853925	1844327	9606.ENSP00000352980	9606.ENSP00000254810	0	0	0	0	0.202	0.506	0	0.687	0.866
PPP2R5C	PPP2R3B	1860968	1857883	9606.ENSP00000412324	9606.ENSP00000375080	0	0	0	0	0.099	0	0.720	0.513	0.866
TADA3	CECR2	1848982	1845180	9606.ENSP00000307684	9606.ENSP00000262608	0	0	0	0	0.095	0.767	0	0.414	0.865
PPP2R2D	PPP4R1L	1860192	1851868	9606.ENSP00000399970	9606.ENSP00000335579	0	0	0	0	0.221	0.678	0	0.504	0.864
EHMT2	HIST1H4A	1856323	1853925	9606.ENSP00000364687	9606.ENSP00000352980	0	0	0	0	0.058	0.536	0	0.715	0.864
EHMT2	HIST1H4I	1856323	1853039	9606.ENSP00000364687	9606.ENSP00000346316	0	0	0	0	0.058	0.536	0	0.715	0.864
PPP2R2B	PPP4R1L	1851897	1851868	9606.ENSP00000336591	9606.ENSP00000335579	0	0	0	0	0.221	0.678	0	0.504	0.864
HIST1H3E	HIRA	1854001	1845306	9606.ENSP00000353581	9606.ENSP00000263208	0	0	0	0	0	0.356	0	0.796	0.863
HIST1H3C	HIRA	1862129	1845306	9606.ENSP00000439493	9606.ENSP00000263208	0	0	0	0	0	0.356	0	0.796	0.863
HIST1H4I	TAF1	1853039	1846471	9606.ENSP00000346316	9606.ENSP00000276072	0	0	0	0	0.055	0.672	0	0.591	0.862
PPP4R1L	PPP2R5A	1851868	1844916	9606.ENSP00000335579	9606.ENSP00000261461	0	0	0	0	0.126	0.708	0	0.504	0.862
HIST1H3A	HIST1H4I	1853568	1853039	9606.ENSP00000350275	9606.ENSP00000346316	0	0	0	0	0.202	0.506	0	0.679	0.862
RBBP7	ASF1A	1857150	1843214	9606.ENSP00000369424	9606.ENSP00000229595	0	0	0	0	0.249	0.620	0	0.556	0.862
HIST1H3J	HIRA	1853820	1845306	9606.ENSP00000352252	9606.ENSP00000263208	0	0	0	0	0	0.356	0	0.793	0.861
PPP2R5D	PPP4R1L	1861336	1851868	9606.ENSP00000417963	9606.ENSP00000335579	0	0	0	0	0.100	0.708	0	0.504	0.858
PPP2R5E	PPP4R1L	1852023	1851868	9606.ENSP00000337641	9606.ENSP00000335579	0	0	0	0	0.100	0.708	0	0.504	0.858
PPP2R3B	PPP2R2A	1857883	1850707	9606.ENSP00000375080	9606.ENSP00000325074	0	0	0	0	0.060	0	0.720	0.503	0.857
EHMT2	H3F3A	1856323	1854454	9606.ENSP00000364687	9606.ENSP00000355778	0	0	0	0	0.058	0.609	0	0.641	0.856
EHMT2	HIST1H3A	1856323	1853568	9606.ENSP00000364687	9606.ENSP00000350275	0	0	0	0	0.058	0.690	0	0.545	0.856
BPTF	SETD1B	1848931	1845925	9606.ENSP00000307208	9606.ENSP00000267197	0	0	0	0	0.667	0.517	0	0.181	0.856
EHMT2	WDR5	1856323	1853715	9606.ENSP00000364687	9606.ENSP00000351446	0	0	0	0	0.084	0.658	0	0.579	0.856
H3F3A	HIST1H4I	1854454	1853039	9606.ENSP00000355778	9606.ENSP00000346316	0	0	0	0	0.202	0.506	0	0.658	0.853
CXXC1	MLL2	1859496	1848242	9606.ENSP00000390475	9606.ENSP00000301067	0	0	0	0	0.059	0.534	0	0.691	0.853
HIST1H4I	H3F3B	1853039	1844327	9606.ENSP00000346316	9606.ENSP00000254810	0	0	0	0	0.202	0.506	0	0.655	0.852
HIST2H3A	HIST1H4A	1859040	1853925	9606.ENSP00000385479	9606.ENSP00000352980	0	0	0	0	0.202	0.506	0	0.653	0.851
HIST1H3A	KAT2A	1853568	1843061	9606.ENSP00000350275	9606.ENSP00000225916	0	0	0	0	0.054	0.691	0	0.531	0.851
HIST2H3A	HIST1H4I	1859040	1853039	9606.ENSP00000385479	9606.ENSP00000346316	0	0	0	0	0.202	0.506	0	0.653	0.851
HDAC1	HIST1H3A	1855935	1853568	9606.ENSP00000362649	9606.ENSP00000350275	0.309	0	0	0	0.053	0.572	0	0.529	0.851
HIST1H4A	SMARCA5	1853925	1846833	9606.ENSP00000352980	9606.ENSP00000283131	0	0	0	0	0.054	0.458	0	0.726	0.848
HIST1H4I	KAT2A	1853039	1843061	9606.ENSP00000346316	9606.ENSP00000225916	0	0	0	0	0	0.318	0	0.785	0.847
HIST3H3	KAT2A	1854433	1843061	9606.ENSP00000355657	9606.ENSP00000225916	0	0	0	0	0.054	0.689	0	0.515	0.845
TADA3	TBP	1848982	1843249	9606.ENSP00000307684	9606.ENSP00000230354	0	0	0	0	0.057	0.513	0	0.687	0.843
HIST1H4I	ASF1A	1853039	1843214	9606.ENSP00000346316	9606.ENSP00000229595	0	0	0	0	0.097	0.663	0	0.528	0.843
HDAC2	HIST1H3A	1861837	1853568	9606.ENSP00000430432	9606.ENSP00000350275	0.309	0	0	0	0.053	0.572	0	0.506	0.843
HDAC2	HIST3H3	1861837	1854433	9606.ENSP00000430432	9606.ENSP00000355657	0.309	0	0	0	0.053	0.571	0	0.507	0.843
BPTF	NCOR1	1848931	1846039	9606.ENSP00000307208	9606.ENSP00000268712	0	0	0	0	0.286	0.777	0	0.087	0.842
HIST3H3	TAF1	1854433	1846471	9606.ENSP00000355657	9606.ENSP00000276072	0	0	0	0	0.055	0.781	0	0.297	0.842
EHMT2	HIST3H3	1856323	1854433	9606.ENSP00000364687	9606.ENSP00000355657	0	0	0	0	0.058	0.689	0	0.504	0.842
HDAC1	HIST3H3	1855935	1854433	9606.ENSP00000362649	9606.ENSP00000355657	0.309	0	0	0	0.053	0.571	0	0.504	0.842
H3F3B	KAT2A	1844327	1843061	9606.ENSP00000254810	9606.ENSP00000225916	0	0	0	0	0.054	0.537	0	0.666	0.841
HIST1H3A	TAF1	1853568	1846471	9606.ENSP00000350275	9606.ENSP00000276072	0	0	0	0	0.055	0.769	0	0.332	0.841
PPP2R5E	PPP2R2A	1852023	1850707	9606.ENSP00000337641	9606.ENSP00000325074	0	0	0	0	0.146	0.175	0.360	0.689	0.841
EHMT2	HIST1H3E	1856323	1854001	9606.ENSP00000364687	9606.ENSP00000353581	0	0	0	0	0.058	0.536	0	0.656	0.836
EHMT2	HIST1H3J	1856323	1853820	9606.ENSP00000364687	9606.ENSP00000352252	0	0	0	0	0.058	0.536	0	0.655	0.836
POLE3	WDR5	1856055	1853715	9606.ENSP00000363284	9606.ENSP00000351446	0	0	0	0	0.099	0.071	0.720	0.375	0.834
PPA1	BPTF	1855858	1848931	9606.ENSP00000362329	9606.ENSP00000307208	0	0	0	0	0	0.675	0	0.504	0.831
HDAC1	WDR59	1855935	1845075	9606.ENSP00000362649	9606.ENSP00000262144	0	0	0	0	0.154	0.664	0	0.454	0.831
PPA2	BPTF	1852751	1848931	9606.ENSP00000343885	9606.ENSP00000307208	0	0	0	0	0	0.675	0	0.504	0.831
HDAC2	WDR59	1861837	1845075	9606.ENSP00000430432	9606.ENSP00000262144	0	0	0	0	0.154	0.664	0	0.454	0.831
HIST1H3C	EHMT2	1862129	1856323	9606.ENSP00000439493	9606.ENSP00000364687	0	0	0	0	0.058	0.536	0	0.644	0.830
HDAC2	WDR73	1861837	1859320	9606.ENSP00000430432	9606.ENSP00000387982	0	0	0	0	0.147	0.664	0	0.454	0.829
WDR73	HDAC1	1859320	1855935	9606.ENSP00000387982	9606.ENSP00000362649	0	0	0	0	0.147	0.664	0	0.454	0.829
PPP2R2D	PPP2R5E	1860192	1852023	9606.ENSP00000399970	9606.ENSP00000337641	0	0	0	0	0.127	0.175	0.360	0.672	0.828
HIST1H3C	KAT2A	1862129	1843061	9606.ENSP00000439493	9606.ENSP00000225916	0	0	0	0	0.054	0.537	0	0.630	0.824
PPP2R2D	PPP2R3B	1860192	1857883	9606.ENSP00000399970	9606.ENSP00000375080	0	0	0	0	0.060	0	0.720	0.387	0.824
HDAC1	HIST1H3E	1855935	1854001	9606.ENSP00000362649	9606.ENSP00000353581	0.309	0	0	0	0.053	0.423	0	0.587	0.823
H3F3A	KAT2A	1854454	1843061	9606.ENSP00000355778	9606.ENSP00000225916	0	0	0	0	0.054	0.537	0	0.626	0.822
HDAC1	HIST1H3J	1855935	1853820	9606.ENSP00000362649	9606.ENSP00000352252	0.309	0	0	0	0.053	0.420	0	0.586	0.822
RBBP7	BPTF	1857150	1848931	9606.ENSP00000369424	9606.ENSP00000307208	0	0	0	0	0.063	0.686	0	0.443	0.822
